"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","Units",,,38.454,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","Units",,,38.991,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","Units",,,39.872,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","Units",,,42.83,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2014","2014","PC","Percentage","0","Units",,,43.531,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2015","2015","PC","Percentage","0","Units",,,44.031,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2016","2016","PC","Percentage","0","Units",,,43.455,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2017","2017","PC","Percentage","0","Units",,,42.401,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2018","2018","PC","Percentage","0","Units",,,42.39,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2019","2019","PC","Percentage","0","Units",,,42.289,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2020","2020","PC","Percentage","0","Units",,,48.656,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2021","2021","PC","Percentage","0","Units",,,47.665,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1990","1990","PC","Percentage","0","Units",,,22.898,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1991","1991","PC","Percentage","0","Units",,,23.935,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1992","1992","PC","Percentage","0","Units",,,24.021,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1993","1993","PC","Percentage","0","Units",,,21.496,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1994","1994","PC","Percentage","0","Units",,,20.957,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","Units",,,20.672,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1996","1996","PC","Percentage","0","Units",,,19.041,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1997","1997","PC","Percentage","0","Units",,,17.758,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1998","1998","PC","Percentage","0","Units",,,15.78,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1999","1999","PC","Percentage","0","Units",,,2.885,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2000","2000","PC","Percentage","0","Units",,,2.964,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2001","2001","PC","Percentage","0","Units",,,3.467,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","Units",,,3.978,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","Units",,,3.473,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2004","2004","PC","Percentage","0","Units",,,2.355,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","Units",,,2.197,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2006","2006","PC","Percentage","0","Units",,,0.427,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2007","2007","PC","Percentage","0","Units",,,0.898,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","Units",,,2.11,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","Units",,,2.072,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","Units",,,1.871,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2011","2011","PC","Percentage","0","Units",,,2.951,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2012","2012","PC","Percentage","0","Units",,,2.882,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2013","2013","PC","Percentage","0","Units",,,2.109,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2014","2014","PC","Percentage","0","Units",,,0.833,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2015","2015","PC","Percentage","0","Units",,,0.787,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2016","2016","PC","Percentage","0","Units",,,1.01,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2017","2017","PC","Percentage","0","Units",,,0.82,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2018","2018","PC","Percentage","0","Units",,,0.834,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2019","2019","PC","Percentage","0","Units",,,0.523,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2020","2020","PC","Percentage","0","Units",,,0,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2021","2021","PC","Percentage","0","Units",,,0.022,,
"BEL","Belgium","INC_SHARE","% Incineration","1995","1995","PC","Percentage","0","Units",,,36.171,,
"BEL","Belgium","INC_SHARE","% Incineration","1996","1996","PC","Percentage","0","Units",,,35.142,,
"BEL","Belgium","INC_SHARE","% Incineration","1997","1997","PC","Percentage","0","Units",,,38.475,,
"BEL","Belgium","INC_SHARE","% Incineration","1998","1998","PC","Percentage","0","Units",,,35.858,,
"BEL","Belgium","INC_SHARE","% Incineration","1999","1999","PC","Percentage","0","Units",,,32.668,,
"BEL","Belgium","INC_SHARE","% Incineration","2000","2000","PC","Percentage","0","Units",,,32.728,,
"BEL","Belgium","INC_SHARE","% Incineration","2001","2001","PC","Percentage","0","Units",,,32.748,,
"BEL","Belgium","INC_SHARE","% Incineration","2002","2002","PC","Percentage","0","Units",,,35.904,,
"BEL","Belgium","INC_SHARE","% Incineration","2003","2003","PC","Percentage","0","Units",,,36.874,,
"BEL","Belgium","INC_SHARE","% Incineration","2004","2004","PC","Percentage","0","Units",,,35.283,,
"BEL","Belgium","INC_SHARE","% Incineration","2005","2005","PC","Percentage","0","Units",,,35.72,,
"BEL","Belgium","INC_SHARE","% Incineration","2006","2006","PC","Percentage","0","Units",,,34.641,,
"BEL","Belgium","INC_SHARE","% Incineration","2007","2007","PC","Percentage","0","Units",,,36.267,,
"BEL","Belgium","INC_SHARE","% Incineration","2008","2008","PC","Percentage","0","Units",,,40.373,,
"BEL","Belgium","INC_SHARE","% Incineration","2009","2009","PC","Percentage","0","Units",,,39.82,,
"BEL","Belgium","INC_SHARE","% Incineration","2010","2010","PC","Percentage","0","Units",,,40.324,,
"BEL","Belgium","INC_SHARE","% Incineration","2011","2011","PC","Percentage","0","Units",,,41.942,,
"BEL","Belgium","INC_SHARE","% Incineration","2012","2012","PC","Percentage","0","Units",,,42.755,,
"BEL","Belgium","INC_SHARE","% Incineration","2013","2013","PC","Percentage","0","Units",,,44.939,,
"BEL","Belgium","INC_SHARE","% Incineration","2014","2014","PC","Percentage","0","Units",,,44.364,,
"BEL","Belgium","INC_SHARE","% Incineration","2015","2015","PC","Percentage","0","Units",,,44.819,,
"BEL","Belgium","INC_SHARE","% Incineration","2016","2016","PC","Percentage","0","Units",,,44.465,,
"BEL","Belgium","INC_SHARE","% Incineration","2017","2017","PC","Percentage","0","Units",,,43.221,,
"BEL","Belgium","INC_SHARE","% Incineration","2018","2018","PC","Percentage","0","Units",,,43.224,,
"BEL","Belgium","INC_SHARE","% Incineration","2019","2019","PC","Percentage","0","Units",,,42.812,,
"BEL","Belgium","INC_SHARE","% Incineration","2020","2020","PC","Percentage","0","Units",,,48.656,,
"BEL","Belgium","INC_SHARE","% Incineration","2021","2021","PC","Percentage","0","Units",,,47.687,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1990","1990","PC","Percentage","0","Units",,,43.853,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1991","1991","PC","Percentage","0","Units",,,46.311,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1992","1992","PC","Percentage","0","Units",,,45.399,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1993","1993","PC","Percentage","0","Units",,,48.017,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1994","1994","PC","Percentage","0","Units",,,46.804,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1995","1995","PC","Percentage","0","Units",,,44.307,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1996","1996","PC","Percentage","0","Units",,,38.851,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1997","1997","PC","Percentage","0","Units",,,26.982,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1998","1998","PC","Percentage","0","Units",,,22.314,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1999","1999","PC","Percentage","0","Units",,,20.26,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","Units",,,18.875,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2001","2001","PC","Percentage","0","Units",,,16.068,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","Units",,,11.73,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","Units",,,10.95,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2004","2004","PC","Percentage","0","Units",,,11.578,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2005","2005","PC","Percentage","0","Units",,,11.042,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2006","2006","PC","Percentage","0","Units",,,9.553,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","Units",,,9.149,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","Units",,,4.179,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","Units",,,3.285,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,1.684,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","Units",,,0.858,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","Units",,,0.668,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","Units",,,0.886,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2014","2014","PC","Percentage","0","Units",,,0.982,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2015","2015","PC","Percentage","0","Units",,,0.875,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2016","2016","PC","Percentage","0","Units",,,0.8,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2017","2017","PC","Percentage","0","Units",,,0.885,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2018","2018","PC","Percentage","0","Units",,,0.983,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2019","2019","PC","Percentage","0","Units",,,0.921,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2020","2020","PC","Percentage","0","Units",,,0.509,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2021","2021","PC","Percentage","0","Units",,,0.347,,
"CAN","Canada","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","Thousands",,,7029.903,,
"CAN","Canada","HOUSEHOLD","Waste from households","1998","1998","TONNE","Tonnes","3","Thousands",,,9398.933,,
"CAN","Canada","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","Thousands",,,11242.406,,
"CAN","Canada","HOUSEHOLD","Waste from households","2002","2002","TONNE","Tonnes","3","Thousands",,,11236.435,,
"CAN","Canada","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","Thousands",,,12325.386,,
"CAN","Canada","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","Thousands",,,13471.06,,
"CAN","Canada","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","Thousands",,,13661.379,,
"CAN","Canada","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","Thousands",,,13963.825,,
"CAN","Canada","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","Thousands",,,14355.191,,
"CAN","Canada","HOUSEHOLD","Waste from households","2014","2014","TONNE","Tonnes","3","Thousands",,,14653.235,,
"CAN","Canada","HOUSEHOLD","Waste from households","2016","2016","TONNE","Tonnes","3","Thousands",,,15009.537,,
"CAN","Canada","HOUSEHOLD","Waste from households","2018","2018","TONNE","Tonnes","3","Thousands",,,15705.418,,
"CAN","Canada","TREATMENT","Municipal waste treated","1996","1996","TONNE","Tonnes","3","Thousands",,,17095.345,,
"CAN","Canada","TREATMENT","Municipal waste treated","1998","1998","TONNE","Tonnes","3","Thousands",,,23827.1,,
"CAN","Canada","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","Thousands",,,29307.41,,
"CAN","Canada","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","Thousands",,,30722.92,,
"CAN","Canada","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","Thousands",,,32339.5,,
"CAN","Canada","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","Thousands",,,34043.694,,
"CAN","Canada","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","Thousands",,,34237.047,,
"CAN","Canada","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","Thousands",,,33048.534,,
"CAN","Canada","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","Thousands",,,33146.119,,
"CAN","Canada","TREATMENT","Municipal waste treated","2014","2014","TONNE","Tonnes","3","Thousands",,,33841.486,,
"CAN","Canada","TREATMENT","Municipal waste treated","2016","2016","TONNE","Tonnes","3","Thousands",,,34215.827,,
"CAN","Canada","TREATMENT","Municipal waste treated","2018","2018","TONNE","Tonnes","3","Thousands",,,35550.627,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,3795.41,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,5729.18,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,6138.54,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,6641.55,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,7112.74,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,7626.683,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,8310.57,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,8096.119,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,8464.645,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,9074.835,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,9275.08,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,9551.229,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2020","2020","TONNE","Tonnes","3","Thousands",,,9903.027,,
"CAN","Canada","RECYCLING","Recycling","1996","1996","TONNE","Tonnes","3","Thousands",,,3218.65,,
"CAN","Canada","RECYCLING","Recycling","1998","1998","TONNE","Tonnes","3","Thousands",,,5051.06,,
"CAN","Canada","RECYCLING","Recycling","2000","2000","TONNE","Tonnes","3","Thousands",,,5158.75,,
"CAN","Canada","RECYCLING","Recycling","2002","2002","TONNE","Tonnes","3","Thousands",,,5330.76,,
"CAN","Canada","RECYCLING","Recycling","2004","2004","TONNE","Tonnes","3","Thousands",,,5593.13,,
"CAN","Canada","RECYCLING","Recycling","2006","2006","TONNE","Tonnes","3","Thousands",,,5720.57,,
"CAN","Canada","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","Thousands",,,5978.28,,
"CAN","Canada","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","Thousands",,,5883.635,,
"CAN","Canada","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","Thousands",,,6011.315,,
"CAN","Canada","RECYCLING","Recycling","2014","2014","TONNE","Tonnes","3","Thousands",,,6388.303,,
"CAN","Canada","RECYCLING","Recycling","2016","2016","TONNE","Tonnes","3","Thousands",,,6679.466,,
"CAN","Canada","RECYCLING","Recycling","2018","2018","TONNE","Tonnes","3","Thousands",,,6672.269,,
"CAN","Canada","RECYCLING","Recycling","2020","2020","TONNE","Tonnes","3","Thousands",,,6750.252,,
"CAN","Canada","COMPOST","Composting","1996","1996","TONNE","Tonnes","3","Thousands",,,576.77,,
"CAN","Canada","COMPOST","Composting","1998","1998","TONNE","Tonnes","3","Thousands",,,678.12,,
"CAN","Canada","COMPOST","Composting","2000","2000","TONNE","Tonnes","3","Thousands",,,979.79,,
"CAN","Canada","COMPOST","Composting","2002","2002","TONNE","Tonnes","3","Thousands",,,1310.79,,
"CAN","Canada","COMPOST","Composting","2004","2004","TONNE","Tonnes","3","Thousands",,,1519.6,,
"CAN","Canada","COMPOST","Composting","2006","2006","TONNE","Tonnes","3","Thousands",,,1906.114,,
"CAN","Canada","COMPOST","Composting","2008","2008","TONNE","Tonnes","3","Thousands",,,2332.3,,
"CAN","Canada","COMPOST","Composting","2010","2010","TONNE","Tonnes","3","Thousands",,,2212.48,,
"CAN","Canada","COMPOST","Composting","2012","2012","TONNE","Tonnes","3","Thousands",,,2453.33,,
"CAN","Canada","COMPOST","Composting","2014","2014","TONNE","Tonnes","3","Thousands",,,2686.532,,
"CAN","Canada","COMPOST","Composting","2016","2016","TONNE","Tonnes","3","Thousands",,,2595.614,,
"CAN","Canada","COMPOST","Composting","2018","2018","TONNE","Tonnes","3","Thousands",,,2878.96,,
"CAN","Canada","COMPOST","Composting","2020","2020","TONNE","Tonnes","3","Thousands",,,3152.774,,
"CAN","Canada","DISPOSAL","Disposal operations","1996","1996","TONNE","Tonnes","3","Thousands",,,13299.93,,
"CAN","Canada","DISPOSAL","Disposal operations","1998","1998","TONNE","Tonnes","3","Thousands",,,18097.92,,
"CAN","Canada","DISPOSAL","Disposal operations","2000","2000","TONNE","Tonnes","3","Thousands",,,23168.87,,
"CAN","Canada","DISPOSAL","Disposal operations","2002","2002","TONNE","Tonnes","3","Thousands",,,24081.37,,
"CAN","Canada","DISPOSAL","Disposal operations","2004","2004","TONNE","Tonnes","3","Thousands",,,25226.77,,
"CAN","Canada","DISPOSAL","Disposal operations","2006","2006","TONNE","Tonnes","3","Thousands",,,26417.011,,
"CAN","Canada","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","Thousands",,,25926.476,,
"CAN","Canada","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","Thousands",,,24952.415,,
"CAN","Canada","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","Thousands",,,24681.474,,
"CAN","Canada","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","Thousands",,,24766.651,,
"CAN","Canada","DISPOSAL","Disposal operations","2016","2016","TONNE","Tonnes","3","Thousands",,,24940.747,,
"CAN","Canada","DISPOSAL","Disposal operations","2018","2018","TONNE","Tonnes","3","Thousands",,,25733,,
"CAN","Canada","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","Thousands",,,12634.93,,
"CAN","Canada","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","Thousands",,,17193.02,,
"CAN","Canada","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","Thousands",,,22010.43,,
"CAN","Canada","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","Thousands",,,22877.3,,
"CAN","Canada","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","Thousands",,,23965.43,,
"CAN","Canada","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,25096.16,,
"CAN","Canada","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,24630.152,,
"CAN","Canada","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,23704.794,,
"CAN","Canada","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,23447.4,,
"CAN","Canada","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,23528.318,,
"CAN","Canada","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,23693.71,,
"CAN","Canada","LANDFILL","Landfill","2018","2018","TONNE","Tonnes","3","Thousands",,,24446.4,,
"CAN","Canada","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","Thousands",,,665,,
"CAN","Canada","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,904.9,,
"CAN","Canada","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,1158.44,,
"CAN","Canada","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,1204.07,,
"CAN","Canada","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,1261.34,,
"CAN","Canada","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,1320.85,,
"CAN","Canada","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,1296.324,,
"CAN","Canada","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,1247.621,,
"CAN","Canada","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,1234.074,,
"CAN","Canada","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,1238.333,,
"CAN","Canada","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,1247.037,,
"CAN","Canada","INCINERATION","Total Incineration","2018","2018","TONNE","Tonnes","3","Thousands",,,1286.7,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1996","1996","PC","Percentage","0","Units",,,23.1,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1998","1998","PC","Percentage","0","Units",,,24.994,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2000","2000","PC","Percentage","0","Units",,,21.807,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2002","2002","PC","Percentage","0","Units",,,22.499,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2004","2004","PC","Percentage","0","Units",,,22.887,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2006","2006","PC","Percentage","0","Units",,,23.307,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2008","2008","PC","Percentage","0","Units",,,25.229,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2010","2010","PC","Percentage","0","Units",,,25.459,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2012","2012","PC","Percentage","0","Units",,,26.525,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2014","2014","PC","Percentage","0","Units",,,27.834,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2016","2016","PC","Percentage","0","Units",,,28.133,,
"CAN","Canada","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2018","2018","PC","Percentage","0","Units",,,28.094,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","1996","1996","PC","Percentage","0","Units",,,19.59,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","1998","1998","PC","Percentage","0","Units",,,22.036,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2000","2000","PC","Percentage","0","Units",,,18.327,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2002","2002","PC","Percentage","0","Units",,,18.059,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2004","2004","PC","Percentage","0","Units",,,17.997,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2006","2006","PC","Percentage","0","Units",,,17.482,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,18.149,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,18.501,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,18.837,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,19.594,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2016","2016","PC","Percentage","0","Units",,,20.26,,
"CAN","Canada","RECYCLING_SHARE","% Recycling","2018","2018","PC","Percentage","0","Units",,,19.626,,
"CAN","Canada","COMPST_SHARE","% Composting","1996","1996","PC","Percentage","0","Units",,,3.51,,
"CAN","Canada","COMPST_SHARE","% Composting","1998","1998","PC","Percentage","0","Units",,,2.958,,
"CAN","Canada","COMPST_SHARE","% Composting","2000","2000","PC","Percentage","0","Units",,,3.481,,
"CAN","Canada","COMPST_SHARE","% Composting","2002","2002","PC","Percentage","0","Units",,,4.441,,
"CAN","Canada","COMPST_SHARE","% Composting","2004","2004","PC","Percentage","0","Units",,,4.89,,
"CAN","Canada","COMPST_SHARE","% Composting","2006","2006","PC","Percentage","0","Units",,,5.825,,
"CAN","Canada","COMPST_SHARE","% Composting","2008","2008","PC","Percentage","0","Units",,,7.08,,
"CAN","Canada","COMPST_SHARE","% Composting","2010","2010","PC","Percentage","0","Units",,,6.957,,
"CAN","Canada","COMPST_SHARE","% Composting","2012","2012","PC","Percentage","0","Units",,,7.688,,
"CAN","Canada","COMPST_SHARE","% Composting","2014","2014","PC","Percentage","0","Units",,,8.24,,
"CAN","Canada","COMPST_SHARE","% Composting","2016","2016","PC","Percentage","0","Units",,,7.873,,
"CAN","Canada","COMPST_SHARE","% Composting","2018","2018","PC","Percentage","0","Units",,,8.468,,
"CAN","Canada","LANDF_SHARE","% Landfill","1996","1996","PC","Percentage","0","Units",,,76.9,,
"CAN","Canada","LANDF_SHARE","% Landfill","1998","1998","PC","Percentage","0","Units",,,75.006,,
"CAN","Canada","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","Units",,,78.193,,
"CAN","Canada","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","Units",,,77.501,,
"CAN","Canada","LANDF_SHARE","% Landfill","2004","2004","PC","Percentage","0","Units",,,77.113,,
"CAN","Canada","LANDF_SHARE","% Landfill","2006","2006","PC","Percentage","0","Units",,,76.693,,
"CAN","Canada","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","Units",,,74.771,,
"CAN","Canada","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,74.541,,
